Title,PhoneNumber,Address,Company Website,Email,Social medias
Résonance Studio Pilates,951827552,11 rue Paul Louis Courier75007 Paris,http://www.resonance-studio.com,,
Rituel Studio,153108600,16 rue de la Grande Chaumière75006 Paris,http://www.rituelstudio.com/,info@rituelstudio.com,"http://facebook.com/rituelstudio.co, http://instagram.com/rituelstudio.co"
Rockland,142511586,133 rue Championnet75018 Paris,http://www.rocklandanse.fr/,RocklanDanse@RocklanDanse.fr,
Ruroni Crossfit,607524117,29 bis rue du Docteur Leonce Basset93400 Saint-Ouen,http://www.ruroni-crossfit.com/,,
Sakura Taekwondo Marseille,629649634,30 boulevard Louis Armand13012 Marseille,http://www.sakurataekwondo.fr,,
Salsabor,142716161,31 rue Chapon75003 Paris,http://www.salsabor.fr,contact@salsabor.fr,"https://www.facebook.com/salsaborparis/, https://twitter.com/salsabor_paris?lang=fr, https://vimeo.com/salsaborparis, https://www.youtube.com/channel/UC5JpvYSsBATdeIo1Xy1H8MA, https://www.instagram.com/salsaborparis/?hl=fr"
Salsamars,620560288,265 avenue de Mazargues13008 Marseille,http://www.salsamars.com/,info@salsamars.com,"https://www.facebook.com/salsamars13, https://twitter.com/Salsamars, https://www.youtube.com/user/Salsamars13"
Samasthiti Studio,144073133,23 Rue de la Cerisaie75004 Paris,http://www.samasthitistudio.net/,caroline.boulinguez@samasthitistudio.net,"https://www.facebook.com/SamasthitiStudio/, https://www.instagram.com/samasthitistudio/?hl=fr"
Connexion Swing,662043443,15 bis rue Roger Salengro92120 Montrouge,http://www.sandetludo.com,,
Sauna de Paris,142020505,15 rue du Faubourg du Temple75010 Paris,http://www.sauna-paris.com,,
Set Marseille,491719471,265 Avenue de Mazargues13008 Marseille,http://www.setmarseille.com,,
Centre de Yoga Iyengar De Paris,145002848,35 avenue Victor Hugo75116 Paris,http://www.sfbiria.com/,,
Shape Studio,140070044,11 rue Gaillon75002 Paris,http://www.shape-studio.fr/,,
Shogun Center,142305151,5 Impasse des Carrières75016 Paris,http://www.shogun-center.fr/,contact@shogun-center.com,"https://www.facebook.com/shoguncenter, https://www.instagram.com/shoguncenter/?hl=fr"
Short Time,143299352,25 rue Descartes75005 Paris,http://www.short-time.fr/,,
SlimTec Concept Asnières,147931225,103 avenue de la Marne92600 Asnières-sur-Seine,http://www.slimtec-concept.fr,,
SlowFitness Paris,143465115,30 rue Joseph Kessel75012 Paris,http://www.slowfitness.fr/,,
So Zen,140507746,33 rue Raffet75016 Paris,http://www.so-zen.net,,
Speedy Rock Club,145476579,27 rue Clément Ader94110 Arcueil,http://www.speedyrock.fr/,,
Sport Attitude Marseille,953970800,"10, Boulevard de Tunis13008 Marseille",http://www.sportattitudeonline.fr,,
Informations sur Comité Départemental du Rhône/Métropole de Lyon de Gymnastique Volontaire,33437416139," Avenue Charles de Gaulle 169, 69160, Tassin-la-Demi-Lune ",http://www.sport-sante.fr/,,
Station Alexandre,491009000,29-31 boulevard Charles Moretti13014 Marseille,http://www.station-alexandre.com,,
Stay Fit - CrossFit Kaizoku Bourg la Reine,141136061,21 Rue André Theuriet92340 Bourg-la-Reine,http://www.stayfit.fr,contact@stayfit.fr,"https://www.facebook.com/stayfit.crossfit.kaizoku/ , https://www.instagram.com/crossfit_kaizoku/?hl=fr"
Studio Coach In,147072148,41 Rue Castagnary75015 Paris,http://www.studiocoachin.com,contact@studiocoachin.com,https://es-la.facebook.com/studiocoachin/
Studio Harmonic,148071339,5 passage Taillandiers75011 Paris,http://www.studioharmonic.fr,,
Studio Kinétique,967036162,15 Rue du Sentier75019 Paris,http://www.studio-kinetique.com,contact@studio-kinetique.com,"http://instagram.com/studiokinetique, https://www.facebook.com/studio.kinetique/"
Studio l'Envol,662749275,40 rue de la Folie RégnaultStudio de danse75011 Paris,http://www.studiolenvol.com/,Contact@Studiolenvol.Com,
Studio Rive Gauche Higgins et Habara,145499992,83 rue Vaneau75007 Paris,http://www.studiorivegauche.com,contact@studiorivegauche.com,
Studio Rock'N'Roll Le Kremlin Bicetre,146713333,46 avenue Fontainebleau94270 Le-Kremlin-Bicêtre,http://www.studiorocknroll.com/,,
Studio YOGA République,652511303,21 rue BérangerRdC fond de cour à gauche75003 Paris,http://www.studio-yoga-republique.fr,contact@studio-yoga-republique.fr,
Sun City Sport Clichy,147372804,2 rue de l'Ancienne Mairie92110 Clichy,http://www.suncity-sport.com,,
Sunna Club,629927976,69 rue André Karman93300 Aubervilliers,http://www.sunna.club,,
Suresnes Fitness,974561748,51 Rue merlin de thionville92150 Suresnes,http://www.suresnes-fitness.com,contact@suresnesfitness.com   ,"https://www.facebook.com/people/Suresnes-Fitness/100063594761214/, https://www.instagram.com/suresnesfitness/?igshid=YmMyMTA2M2Y%3D"
Sweat Boxing,145008780,142 avenue de Malakoff75016 Paris,http://www.sweatboxing.fr,,
Informations sur SwimCenter Angers Centre Aquatique,33241196905," Rue Charles Lacretelle 14, 49070, Beaucouzé ",http://www.swimcenter.fr/reseau-swimcenter/swimcenter-angers/,,
Tapovan,145779059,9 Rue Gutenberg75015 Paris,http://www.tapovan.com/index.php,tapovan.paris@tapovan.com,
Temple du Ninja,141794949,58 avenue du Général de Gaulle94700 Maisons-Alfort,http://www.templeduninja.com,,
Temple | Palais Royal,149270311,11 rue Molière75001 Paris,http://www.temple-nobleart.fr,contact@temple-nobleart.fr,"https://www.instagram.com/templenobleart/?hl=fr, https://www.facebook.com/Temple-Noble-Art-393529947424671/"
Théatre de la Danse,143568987,77 rue Charonne75011 Paris,http://www.theatredeladanse.fr/,,
Tibo Aïkido Coaching,666104075,52 rue d'Hautpoul75019 Paris,http://www.tiboaikidocoaching.com,,
Savate Club Valentine,627848457,153 route des 3 Lucs à la Valentine13011 Marseille,http://www.tivaco.fr,,
Informations sur Training Academy Angers,33241726053," Rue du Pavillon 10, 49070, Beaucouzé ",http://www.trainingacademy.fr/transformation-challenge/angers/,,
Trini Yoga,603530842,24 Rue d'Enghien75010 Paris,http://www.triniyoga.fr/,namaste@triniyoga.paris,https://www.facebook.com/triniyogaparis10/
UMA,144536113,14 rue Choron75009 Paris,http://www.uma-paris.com/,contact@uma-paris.com,
Informations sur Service Universitaire des Activités Physiques et Sportives - Université de Nantes,33240998448," Bd Guy Mollet 3, 44300, Nantes ",http://www.univ-nantes.fr/sport,ne-pas-repondre@univ-nantes.fr,
Equiliforme Asnières,147681738,14 rue de Strasbourg92600 Asnières-sur-Seine,http://www.un-spa-rien-que-pour-vous.fr/default.html,,
Art Boxing Club,658788743,26 rue de la Folie Regnault75011 Paris,http://www.u-percute.com,,
Urban Training Center,145748053,10 rue Pierre Demours75008 Paris,http://www.urban-training-center.com,contact@urban-training-center.com,https://www.facebook.com/urbantrainingcenter
L'Usine Beaubourg Paris 04,144613131,16-20 rue Quincampoix75004 Paris,http://www.usineopera.com,,
Vert Marine Issy Les Moulineaux,140930456,70 boulevard Gallieni92130 Issy-Les-Moulineaux,http://www.vert-marine.com,contact@vert-marine.com,"https://www.facebook.com/vertmarine, https://www.instagram.com/_vertmarine_/"
Villaform,143386418,52 rue de Lévis75017 Paris,http://www.villaform.fr/centre/,,
Spa Villa Thalgo,145620020,8 avenue Raymond Poincaré75016 Paris,http://www.villathalgo.com,,
Vincennes Rock Club,148082104,21 rue Mirabeau94300 Vincennes,http://www.vincennesrockclub.com/,,
Vitabike Center Issy,141900964,9 rue Vaudétard92130 Issy-Les-Moulineaux,http://www.vitabike-issy.fr,,
Vita Liberté Aubervilliers,984561698,26 Rue Villebois Mareuil93300 Aubervilliers,http://www.vitaliberte.fr,,
Vita Liberté Marseille 10 la Capelette,491801958,5 rue Gabriel Marie13010 Marseille,http://www.vitaliberte.fr,,
Vita liberté Marseille 14ème,491580663,22 boulevard Charles MorettiLa Palmeraie du Cannet13014 Marseille,http://www.vitaliberte.fr/,,
Vita liberté Marseille 8ème,491821898,162 rue du Rouet13008 Marseille,http://www.vitaliberte.fr/,,
Vita Liberté Paris Bastille,143706786,31 boulevard Bourdon75004 Paris,http://www.vitaliberte.fr/,secretariatgc@vitaliberte.fr,"https://www.facebook.com/vitalibertefrance/, https://www.instagram.com/vita_liberte_officiel/"
Vita Liberté Plan de Cuques,491050184,34 avenue Paul Sirvent13380 Plan-De-Cuques,http://www.vitaliberte.fr/les-clubs/,secretariatgc@vitaliberte.fr,"https://www.facebook.com/vitalibertefrance/, https://www.instagram.com/vita_liberte_officiel/"
Vita Liberté Marseille L'Estaque,491426477,20 Avenue André Roussin13016 Marseille,http://www.vitaliberte.fr/les-clubs/marseille-lestaque/,secretariatgc@vitaliberte.fr,"https://www.facebook.com/vitalibertefrance/, https://www.instagram.com/vita_liberte_officiel/"
Vita Liberté Marseille 12 Saint-Barnabé,491317308,30 Rue Gaston de Flotte13012 Marseille,http://www.vitaliberte.fr/les-clubs/marseille-saint-barnabe/,secretariatgc@vitaliberte.fr,"https://www.facebook.com/vitalibertefrance/, https://www.instagram.com/vita_liberte_officiel/"
Vita Liberté Marseille Valmante,491755030,151 traverse de la gouffrone13009 Marseille,http://www.vitaliberte.fr/les-clubs/marseille-valmante/,secretariatgc@vitaliberte.fr,"https://www.facebook.com/vitalibertefrance/, https://www.instagram.com/vita_liberte_officiel/"
Viva-Danse,140446736,3 square Alice75014 Paris,http://www.viva-danse.com,noel@viva-danse.com,
Informations sur Viv'eden Le Havre - Salle de Sport Santé,33235436836," Rue du Maréchal Joffre 77, 76600, Le Havre ",http://www.viveden.com/,,"https://fr-fr.facebook.com/VivedenGroupe/, https://www.instagram.com/viveden_detente_sportive/?hl=fr"
Informations sur Wake Up Form Angers,33241917627," Rue du Petit Damiette, 49000, Angers ",http://www.wakeupform.fr/club/angers,angers@wakeupform.fr,"https://www.facebook.com/angers.wakeupform, https://www.instagram.com/angers.wakeupform/"
Warm Up Studio Marseille,491346684,17 rue Emile Duclaux13004 Marseille,http://www.warmupstudio.com,,
WATERBIKE La Défense,147671025,Gare RER La DéfenseCentre Commercial de la Gare La Défense92092 La-Defense,http://WWW.WATERBIKE.FR,,
X BODY MARSEILLE,491321288,479 rue Paradis13008 Marseille,http://www.xbody-france.com/studio-marseille/,contact@xbody-france.com,"https://www.facebook.com/xbodyfrancebyfuseconcept, https://www.instagram.com/xbody_by_fuse_concept/"
YAY Yoga Paris 18,659713332,44 Rue Joseph de Maistre75018 Paris,http://www.yay-yoga.com,contact@yay-studio.fr,"https://www.facebook.com/YAY.yogaandyou/, https://www.instagram.com/yay_yoga_and_you/"
Yazen,140071375,34 Bis Rue Vignon75009 Paris,http://www.yazen.fr/,contact@yazen.fr,
Informations sur Yoga Bikram Bordeaux,33675456547," Cr de la Martinique 26, 33000, Bordeaux ",http://www.yogabikrambordeaux.com/,alain@yogabikrambordeaux.com,http://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.yogabikrambordeaux.com%2Fcontact%2F&t=Contact
ESPACE ZEN - YOGA BORN,658246180,5 bis rue Renon94300 Vincennes,http://www.yoga-born.fr,,
Yoga et Cetera,142054333,6 rue de ParadisCentre l'Article75010 Paris,http://www.yogaetcetera.fr,,
Dynamique Yoga,616161860,26 rue BoulayCentre Sportif Bernard Lafay75017 Paris,http://www.yoga-paris-montreuil.com,,
Yoga Searcher Paris 3,143707952,53 Boulevard Beaumarchais75003 Paris,http://www.yogasearcher.com/fr/,sav@yogasearcher.com,
YogaTime Etoile,147233554,8 rue des Acacias75017 Paris,http://www.yogatime.fr,,
Yoga Amis Van Lysebeth,148225317,8 place de l'Ermitage93200 Saint-Denis,http://www.yogavanlysebeth.com/,eyvl.fr@orange.fr,
zumbafitfrance,610440635,23 bis boulevard de Louvain13008 Marseille,http://www.zumbafitfrance.com,,
Zumba® Paris by Alix,664922818,Mix Club - 24 rue de l'arrivéeEn face de l'entrée de la tour Montparnasse75016 Paris,http://www.zumbafrance.com,,"https://www.facebook.com/zumbafrance, https://www.instagram.com/zumbafrance"
Ecole de Yoga Saint Jacques,491370308,44 rue Saint Jacques13006 Marseille,http://yoga.marseille.free.fr/,yoga.marseille@orange.fr,
Yoga & Co,142092078,15 Quai de la Seine75019 Paris,http://yogaandco.fr/site/,contact@yogaandco.fr,
Yoga Colibri,175500714,7 rue Notre Dame de Bonne NouvelleRdc sur rue75002 Paris,http://yoga-colibri.com/,,
Yoga Garden,142799351,3 Rue Campagne Première75014 Paris,http://yogagarden.fr/,contact@yogagarden.fr,"https://www.facebook.com/yogagardenrivegauche/, https://www.instagram.com/yogagardenrivegauche/"
Yoga Village,172345847,39 boulevard des Capucines75002 Paris,http://yogavillage.fr/,contact@yogavillageparis.com,https://www.instagram.com/yoga_village_paris/?hl=fr
Informations sur ZEN SOTO REIMS,33615757651," Av. du 29 Août 1944 63, 51430, Tinqueux ",http://zensotoreims.fr/,,
A2 Coaching,682216310,124 Avenue de Villiers75017 Paris,https://a2coaching.fr/,antoine@a2coaching.fr,"https://www.instagram.com/a2coachingsportifparis/,https://www.facebook.com/AntoineAmsellemA2/,https://www.instagram.com/p/CjkN5mVobUf/,https://www.instagram.com/p/CisRQmHrCWd/,https://www.instagram.com/p/CiQEmx6K3kw/,https://www.instagram.com/p/ChrHVUArDoe/,https://www.instagram.com/p/CgOY0LjgyDt/,https://www.instagram.com/p/Cf10J8hrU_O/"
Informations sur Accrosport Strasbourg,33388287280," Rue Cerf Berr 10, 67200, Strasbourg ",https://accrosport.com/clubs/strasbourg/?utm_source=GMB_listing&utm_medium=organic,"ass@accrosport.fr, meny.thibault@gmail.com","https://www.instagram.com/thibault.coaching/,https://www.facebook.com/AccrosportStrasbourg/,https://www.instagram.com/accrosport_strasbourg/?hl=fr,https://www.facebook.com/AccrosportLaVieNestQuunEntrainement/,https://www.instagram.com/accrosport/"
Action Fit La Défense,665175750,11 Avenue de l'ArcheHôtel Pullman Paris La Défense92400 Courbevoie,https://action-fit.fr/,,
Action Sport Marais,144780562,6 rue Réaumur75003 Paris,https://action-sport.fr/,,
Action Sport Levallois,147396366,103 rue Louis Rouquier92300 Levallois-Perret,https://action-sport.fr/,,
Action Sport Puteaux,145005997,104 rue roque de Fillol92800 Puteaux,https://action-sport.fr/,,
ALL FIT Alfortville,782831834,52 rue Etienne Dolet94140 Alfortville,https://all-fit.fr/,,
ALL FIT Bagnolet,148575757,122 Avenue Gambetta93170 Bagnolet,https://all-fit.fr/nos-clubs/club-de-bagnolet-93-all-fit/,bagnoletforme@gmail.com,"https://www.instagram.com/allfit_alfortville/,https://www.facebook.com/profile.php?id=100087128154145,https://www.instagram.com/allfit_bagnolet/,https://www.facebook.com/allfitbagnolet"
Informations sur Alliance Dijon Gym 21 - Marmuzots,33380536829," Rue des Marmuzots 74, 21000, Dijon ",https://alliancedijongym21.wordpress.com/,contactadg.entrainement@gmail.com,"https://www.facebook.com/pages/category/Amateur-Sports-Team/Alliance-Dijon-Gym-21-256897201035799/,https://www.instagram.com/alliancedijongym21/?hl=fr,https://www.facebook.com/AllianceDijonGym21,https://alliancedijongym21.wordpress.com/?share=facebook"
Informations sur Apollo Sporting Club Aix-en-Provence 13,33664204654," Rue Frédéric Joliot 140, 13290, Aix-en-Provence ",https://apollosportingclub.com/salle/aix-en-provence-13/,contact@apollosportingclub.com,"https://www.instagram.com/apollo_sporting_club/,https://www.facebook.com/ApolloSportingClub/"
Informations sur Apollo Sporting Club Lyon 69,33660732199," Rue Sainte-Geneviève 59, 69006, Lyon ",https://apollosportingclub.com/salle/lyon-69/?utm_campaign=GMB-Lyon69&utm_medium=local&utm_source=google,contact@apollosportingclub.com,"https://www.instagram.com/apollo_sporting_club/,https://www.facebook.com/ApolloSportingClub/"
Aqua by Boulogne,176391054,28 Rue du Fief92100 Boulogne-Billancourt,https://aqua-by.com/nos-studios/studio-boulogne/,contact@aqua-by.com,"https://www.instagram.com/aqua_by/?hl=fr,https://www.facebook.com/aquaby/"
Informations sur Aquavélo Saint-Étienne,33477413275," Rue Emile Zola 62B, 42650, Saint-Jean-Bonnefonds ",https://aquavelosaintetienne.simplybook.it/v2/,seance.decouverte.aquavelo@gmail.com,
Informations sur ASPTT Paris,33140049311," Rue de Bercy 242, 75012, Paris ",https://asptt.com/,,"https://www.instagram.com/reel/Cu9CUy5KidL/,https://www.instagram.com/p/CulwEcgq5Dd/,https://www.instagram.com/reel/CugtnO7qvXu/,https://www.instagram.com/p/CuZhkrPKCLz/,https://www.instagram.com/reel/Ct_IWiYK6Fk/,https://www.instagram.com/reel/Ctqqanrqw2Y/,https://www.instagram.com/reel/Cs3I8OIKzJr/,https://www.instagram.com/tv/Csi1glgv5cp/,https://www.instagram.com/p/CsgkpDtNl-s/,https://www.instagram.com/tv/Csd4htsL0M5/,https://www.instagram.com/reel/CrSwZVOq4T3/,https://www.instagram.com/reel/Cq5LtWmqdzf/,https://www.instagram.com/fsasptt/,https://www.facebook.com/fsasptt/"
BODYHIT Paris 13 Place d’Italie,173715812,12 rue Coypel75013 Paris,https://bodyhit.fr,contact@bodyhit.fr,"https://www.instagram.com/bodyhitgroup/,https://www.instagram.com/p/CpDYCSSBEKJ/,https://www.instagram.com/p/Co-Oa2moO5o/,https://www.instagram.com/p/Co5E1G1o5o6/,https://www.facebook.com/bodyhitgroup/"
BodyHit Paris 10 Bonne-Nouvelle,173742874,31 Rue d'Enghien75010 Paris,https://bodyhit.fr,contact@bodyhit.fr,"https://www.instagram.com/bodyhitgroup/,https://www.instagram.com/p/CpDYCSSBEKJ/,https://www.instagram.com/p/Co-Oa2moO5o/,https://www.instagram.com/p/Co5E1G1o5o6/,https://www.facebook.com/bodyhitgroup/"
BodyHit Paris 7 Ecole Militaire,785044431,5 Rue Augereau75007 Paris,https://bodyhit.fr,contact@bodyhit.fr,"https://www.instagram.com/bodyhitgroup/,https://www.instagram.com/p/CpDYCSSBEKJ/,https://www.instagram.com/p/Co-Oa2moO5o/,https://www.instagram.com/p/Co5E1G1o5o6/,https://www.facebook.com/bodyhitgroup/"
BODYHIT Courbevoie,981090552,16 avenue Gallieni92400 Courbevoie,https://bodyhit.fr/,contact@bodyhit.fr,"https://www.instagram.com/bodyhitgroup/,https://www.instagram.com/p/CpDYCSSBEKJ/,https://www.instagram.com/p/Co-Oa2moO5o/,https://www.instagram.com/p/Co5E1G1o5o6/,https://www.facebook.com/bodyhitgroup/"
BODYHIT Bois Colombes,766029994,5 Rue Mertens92600 Bois-Colombes,https://bodyhit.fr/bodyhit-club-bois-colombes/,"contact@bodyhit.fr, contact.bois-colombes@bodyhit.fr","https://www.instagram.com/bodyhit_ptx_crbvoi_boiclmb,https://www.facebook.com/bodyhitboiscolombes,https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
Informations sur BODYHIT BORDEAUX CHARTRONS ELECTROSTIMULATION,33767484709," Cr de la Martinique 78, 33000, Bordeaux ",https://bodyhit.fr/bodyhit-club-bordeaux-chartrons/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=bordeauxchartrons,contact.bordeaux.chartrons@bodyhit.fr,
BODYHIT Charenton-le-Pont,177014653,12 rue du général Leclerc94220 Charenton-le-Pont,https://bodyhit.fr/bodyhit-club-charenton-le-pont/,"contact.charenton@bodyhit.fr, contact@bodyhit.fr","https://www.instagram.com/bodyhit_italiecharentonjussieu,https://www.facebook.com/Bodyhitplaceditaliecharentonjussieu,https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
BodyHit Paris 17 Etoile,950865346,21 Rue des Acacias75017 Paris,https://bodyhit.fr/bodyhit-club-etoile-paris-17/,contact@bodyhit.fr,"https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
Informations sur BODYHIT LE HAVRE CENTRE ELECTROSTIMULATION,33674688631," Rue de Paris 143, 76600, Le Havre ",https://bodyhit.fr/bodyhit-club-le-havre-centre/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=lehavre,contact@bodyhit.fr,
BODYHIT Levallois Perret,695196839,57 rue Aristide Briand92300 Levallois-Perret,https://bodyhit.fr/bodyhit-club-levallois-perret-92/,"contact@bodyhit.fr, contact.levallois@bodyhit.fr","https://www.instagram.com/bodyhitlevallois,https://www.facebook.com/bodyhitlevallois,https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
Informations sur BODYHIT LILLE CANTELEU ELECTROSTIMULATION,33320208156," Av. de Dunkerque 215, 59000, Lille ",https://bodyhit.fr/bodyhit-club-lille-canteleu/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=lillecanteleu,contact.lillecanteleu@bodyhit.fr,
Informations sur BODYHIT LYON 6 LES BROTTEAUX ELECTROSTIMULATION,33621262522," Rue de Sèze 114 bis, 69006, Lyon ",https://bodyhit.fr/bodyhit-club-lyon-6-brotteaux/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=lyonlesbrotteaux,contact.lyon6@bodyhit.fr,
Informations sur BODYHIT LYON CONFLUENCE ELECTROSTIMULATION CRYOLIPOLYSE,33698564356," Rue Charles Baudelaire 4, 69002, Lyon ",https://bodyhit.fr/bodyhit-club-lyon-confuence/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=lyonconfluence,contact.lyonconfluence@bodyhit.fr,
BodyHit Paris 16 Michel-Ange,156072353,39 bis Rue Molitor75016 Paris,https://bodyhit.fr/bodyhit-club-michel-ange-paris-16/,"contact@bodyhit.fr, contact.michel-ange@bodyhit.fr","https://www.instagram.com/bodyhit_michelange,https://www.facebook.com/BodyhitMichelAnge,https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
Informations sur BODYHIT MONTPELLIER ANTIGONE ÉLECTROSTIMULATION,33663402067," Pl. de Thessalie 139, 34000, Montpellier ",https://bodyhit.fr/bodyhit-club-montpellier-antigone/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=montpellierantigone,contact.montpellier.antigone@bodyhit.fr,
Informations sur BODYHIT NANTES HÔTEL DE VILLE ELECTROSTIMULATION,33983881812," Rue de l'Hôtel de Ville 3, 44000, Nantes ",https://bodyhit.fr/bodyhit-club-nantes/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=nanteshoteldeville,contact.nantes@bodyhit.fr,
Informations sur BODYHIT NANTES GRASLIN ELECTROSTIMULATION,33228008293," Rue de l'Héronnière 7, 44000, Nantes ",https://bodyhit.fr/bodyhit-club-nantes-graslin/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=nantesgraslin,contact.nantes-graslin@bodyhit.fr,
Informations sur BODYHIT NICE MOZART ELECTROSTIMULATION,33629217544," Av. Auber 12, 06000, Nice ",https://bodyhit.fr/bodyhit-club-nice-mozart/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=nice,contact.nice-mozart@bodyhit.fr,
BodyHit Paris 12 Gare de Lyon,180503930,38 Avenue Daumesnil75012 Paris,https://bodyhit.fr/bodyhit-club-paris-12-gare-de-lyon/,"contact@bodyhit.fr, contact.garedelyon@bodyhit.fr","https://www.instagram.com/bodyhit_gare_de_lyon,https://www.facebook.com/bodyhitgaredelyon,https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
BodyHit Paris 14 Denfert Rochereau,142266312,10 Rue de la Tombe Issoire75014 Paris,https://bodyhit.fr/bodyhit-club-paris-14-denfert-rochereau/,"contact@bodyhit.fr, contact.paris14@bodyhit.fr","https://www.instagram.com/bodyhit_denfert_rochereau,https://www.facebook.com/BodyhitDenfertRochereau,https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
Informations sur BODYHIT PARIS 14 DENFERT ROCHEREAU ELECTROSTIMULATION,33142266312," Rue de la Tombe Issoire 10, 75014, Paris ",https://bodyhit.fr/bodyhit-club-paris-14-denfert-rochereau/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=denfert,contact.paris14@bodyhit.fr,
BodyHit Paris 15 Beaugrenelle,145743484,78 Rue de Javel75015 Paris,https://bodyhit.fr/bodyhit-club-paris-15-beaugrenelle/,"contact@bodyhit.fr, contact.beaugrenelle@bodyhit.fr","https://www.instagram.com/bodyhitbeaugrenelle,https://www.facebook.com/bodyhitbeaugrenelle,https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
BodyHit Paris 17 Batignolles,987566655,37 Rue la Condamine75017 Paris,https://bodyhit.fr/bodyhit-club-paris-17-batignolles/,"contact@bodyhit.fr, contact.batignolles@bodyhit.fr","https://www.instagram.com/bodyhit_batignolles_plclichy,https://www.facebook.com/BodyhitBatignolles,https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
Informations sur BODYHIT PARIS 17 BATIGNOLLES ELECTROSTIMULATION,33987566655," Rue la Condamine 37, 75017, Paris ",https://bodyhit.fr/bodyhit-club-paris-17-batignolles/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=batignolles,contact.batignolles@bodyhit.fr,
BodyHit/ Cryolipolyse Montmartre,698897394,19 Rue Lambert75018 Paris,https://bodyhit.fr/bodyhit-club-paris-18-montmartre/,"contact@bodyhit.fr, contact.montmartre@bodyhit.fr","https://www.instagram.com/bodyhitmontmartre,https://www.facebook.com/bodyhitmontmartre,https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
Informations sur BODYHIT PARIS 18 MONTMARTRE ELECTROSTIMULATION,33698897394," Rue Lambert 19, 75018, Paris ",https://bodyhit.fr/bodyhit-club-paris-18-montmartre/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=montmartre,contact.montmartre@bodyhit.fr,
BodyHit Paris 5 Port-Royal,142035313,338 Rue Saint-Jacques75005 Paris,https://bodyhit.fr/bodyhit-club-paris-5-port-royal/,"contact.port-royal@bodyhit.fr, contact@bodyhit.fr","https://www.instagram.com/bodyhit_portroyal,https://www.facebook.com/BodyhitPortRoyal,https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
BodyHit Paris 6 Rennes / Montparnasse,143210953,13 Rue Littré75006 Paris,https://bodyhit.fr/bodyhit-club-paris-6-rennes-montparnasse/,"contact.rennes-montparnasse@bodyhit.fr, contact@bodyhit.fr","https://www.instagram.com/bodyhit_rennes_montparnasse,https://www.facebook.com/bodyhitparisrennesmontparnasse,https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
Informations sur BODYHIT PARIS 6 RENNES / MONTPARNASSE ELECTROSTIMULATION CRYOLIPOLYSE,33143210953," Rue Littré 13, 75006, Paris ",https://bodyhit.fr/bodyhit-club-paris-6-rennes-montparnasse/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=rennesmontparnasse,contact.rennes-montparnasse@bodyhit.fr,
Informations sur BODYHIT PARIS 7 RASPAIL ELECTROSTIMULATION,33143226706," Rue de Grenelle 42, 75007, Paris ",https://bodyhit.fr/bodyhit-club-paris-7-raspail-saint-germain/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=raspail,contact.raspail@bodyhit.fr,
BodyHit Paris 8 Miromesnil,614807762,18 Rue de Miromesnil75008 Paris,https://bodyhit.fr/bodyhit-club-paris-8-miromesnil/,"contact.miromesnil@bodyhit.fr, contact@bodyhit.fr","https://www.instagram.com/bodyhit_miromesnil,https://www.facebook.com/BodyhitMiromesnil,https://www.facebook.com/bodyhitgroup/,https://www.instagram.com/bodyhitgroup/"
Informations sur BODYHIT PARIS 9 MADELEINE / OPÉRA ELECTROSTIMULATION,33183913584," Rue Godot de Mauroy 20, 75009, Paris ",https://bodyhit.fr/bodyhit-club-paris-9-madeleine-opera/?utm_source=google&utm_medium=SEO&utm_campaign=GMB&utm_content=madeleine,contact@bodyhit.fr,
